상품코드,상품명,사이즈,판매금액,MappedValue,년도,월
AFK3PT018,C-미니속단추,M,79000,바지,2018,11월 1일
AGB7KT019,A-페이크후드니트,Free,39000,니트,2019,2월 1일
AGA3TS006,F-테잎포켓,Free,83000,티셔츠,2019,1월 1일
AFK3SK001,C-기모모직SK,Free,69000,스커트,2018,11월 1일
AFL7DP002,C-워싱데님(융),M,39000,데님,2018,12월 1일
AGB3TS007,C-줄래T,Free,29000,티셔츠,2019,2월 1일
AGA3CT017,C-양면덤블CT,Free,84500,코트,2019,1월 1일
AGA3TS017,C-펭귄언발,Free,41300,티셔츠,2019,1월 1일
AEF8WS007,3803 오픈포켓NB,Free,14500,남방,2017,6월 1일
AGB7BL004,F-고방다이아BL,Free,39000,블라우스,2019,2월 1일
AFI7WS004,C-체크큐트남방,Free,24500,남방,2018,9월 1일
AFK3TS042,A-뉴로망스T,Free,53000,티셔츠,2018,11월 1일
AFL3TS014,C-빅폴라니트티M,Free,19000,티셔츠,2018,12월 1일
AFK7CT014,C-이지머플러CT,Free,119000,코트,2018,11월 1일
AFK3LG004,D-라떼F,Free,19000,레깅스,2018,11월 1일
AGD3JK003,M-쥬드자켓,Free,79000,자켓,2019,4월 1일
AFK7CT001,C-헤링본후드CT,Free,99000,코트,2018,11월 1일
AFE5TS321,지나트임T,Free,34300,티셔츠,2018,5월 1일
AFE6BL318,반BL,Free,76300,블라우스,2018,5월 1일
AGB1TS001,A-챠밍체인T,L,39000,티셔츠,2019,2월 1일
AFK3KT004,C-미키,Free,49000,니트,2018,11월 1일
AGA7KT002,C-랩언발니트,Free,59000,니트,2019,1월 1일
AFL7OP003,C-구름OPS,Free,59000,원피스,2018,12월 1일
AFE1JP302,뒷지퍼하프,L,132300,점퍼,2018,5월 1일
AFL3TS009,D-폴라히트텍,Free,13900,티셔츠,2018,12월 1일
AEA7OP002,615 빤짝이OPS(SP),Free,41500,원피스,2017,1월 1일
AFL3TS017,C-차콜터틀티H,Free,19000,티셔츠,2018,12월 1일
AFL1CT006,F-기네스진주코트,Free,259000,코트,2018,12월 1일
AGC3PT002,C-컬러스트링,Free,23000,바지,2019,3월 1일
AFL3CT018,C-시보리R롱코트,Free,97300,코트,2018,12월 1일
AFK3TS054,A-미니포켓,Free,19500,티셔츠,2018,11월 1일
AFJ3KT012,C-다이아퍼프니트,Free,69000,니트,2018,10월 1일
AGB1VT001,C-호피베스트,Free,49000,베스트,2019,2월 1일
AGC3SK005,A-엘샤SK,Free,44100,스커트,2019,3월 1일
AGA3CT010,C-러블리핑크,Free,169000,코트,2019,1월 1일
AFL7CT008,F-투버튼CT,Free,90300,코트,2018,12월 1일
AGC3SK013,C-꽃밭에서,Free,71100,스커트,2019,3월 1일
AFQ3VT003,밍크반목VT,Free,479000,베스트,2018,
AGA1CT002,F-체크스냅CT,Free,299000,코트,2019,1월 1일
AGC3OP033,A-노멀OPS,Free,33000,원피스,2019,3월 1일
AGC3WS005,A-베라트리,Free,49000,남방,2019,3월 1일
AFK3VT029,C-푸들롱폴라,Free,27300,베스트,2018,11월 1일
AGB7WS004,C-포켓NB,Free,49000,남방,2019,2월 1일
AGE3TS001,M-타임T,Free,53000,티셔츠,2019,5월 1일
AGC3CT005,F-잭사파리,Free,89000,코트,2019,3월 1일
AFH7OP004,C-가디건세트OP,Free,29500,원피스,2018,8월 1일
AGA3TS019,C-카르페,Free,49000,티셔츠,2019,1월 1일
AGE7LG002,아이싱무지,Free,13000,레깅스,2019,5월 1일
AFQ3VT002,알파카라쿤VT,Free,1090000,베스트,2018,
AGB7KN001,C-반폴라니트나시,Free,29000,니트나시,2019,2월 1일
AFK3TS006,C-면T,Free,24500,티셔츠,2018,11월 1일
AGB7JP002,C-차이나지퍼야상,Free,109000,점퍼,2019,2월 1일
AGA3TS008,C-기모랍빠언발,Free,19000,티셔츠,2019,1월 1일
AEA7OP007,649087 니트훌원피스(SP),Free,41500,원피스,2017,1월 1일
AGE1BL001,M-프란BL,Free,79000,블라우스,2019,5월 1일
AFL3OP004,C-라임OPS,Free,16500,원피스,2018,12월 1일
AGB7WS002,C-체크후드NB,Free,33000,남방,2019,2월 1일
AGA3JP013,C-리얼라쿤패딩,Free,119500,점퍼,2019,1월 1일
AGA3TS005,C-모모롱시R,Free,63000,티셔츠,2019,1월 1일
AGA7JK003,C-하도메레더,Free,139000,자켓,2019,1월 1일
AFJ3TS038,C-네버T,Free,63000,티셔츠,2018,10월 1일
AGB1KT004,C-솔리드민자라운드,Free,19000,니트,2019,2월 1일
AFL3CT009,F-루킹CT,Free,179000,코트,2018,12월 1일
AFI3TS008,F-르메르슬리브T,Free,49000,티셔츠,2018,9월 1일
AGA3TS021,C-피치롱T,Free,23000,티셔츠,2019,1월 1일
AGC3TS020,C-쮸리MTM,Free,20700,티셔츠,2019,3월 1일
AGC3JK004,C-코니자켓,Free,134100,자켓,2019,3월 1일
AFL7LG001,C-융레깅스,Free,19000,레깅스,2018,12월 1일
AGA7KT003,C-예진아씨니트,Free,43000,니트,2019,1월 1일
AFK3SK005,C-지퍼자가드,Free,69000,스커트,2018,11월 1일
AGE7WS002,아사후드,Free,19000,남방,2019,5월 1일
AFJ3CA007,A-허니,Free,33000,가디건,2018,10월 1일
AFL7TS002,C-니즈맨투맨,Free,19500,티셔츠,2018,12월 1일
AGE7PT005,꼬마단추배기,Free,59000,바지,2019,5월 1일
AFL3CT017,C-밍크방울JK,Free,111300,코트,2018,12월 1일
AFK3CA006,A-마랑롱니트,Free,99000,가디건,2018,11월 1일
AFJ7JK006,C-그리드가죽자켓,Free,159000,자켓,2018,10월 1일
AGB7TS006,A-나리나염T,Free,23000,티셔츠,2019,2월 1일
AFJ3WS004,A-비즈NB,Free,59500,남방,2018,10월 1일
AGC3OP006,A-잎새OPS,Free,49000,원피스,2019,3월 1일
AGE3TS016,Q-튤립T,Free,23000,티셔츠,2019,5월 1일
AGA3ST001,C-배색SET,Free,83000,세트,2019,1월 1일
AFA2TS317,믹스NB,Free,24500,티셔츠,2018,1월 1일
AGC3OP007,A-엑조틱스모크,Free,33000,원피스,2019,3월 1일
AGE7BL010,홀씨BL,Free,49000,블라우스,2019,5월 1일
AGA3TS023,C-시스롱T,Free,53000,티셔츠,2019,1월 1일
AFK3OP010,A-7956-1,Free,24500,원피스,2018,11월 1일
AFK3TN001,D-벚꽃끈N,Free,33000,티셔츠나시,2018,11월 1일
AEA1VT010,뒷트임베스트,Free,16500,베스트,2017,1월 1일
AGC1TS002,C-밀크T,Free,39000,티셔츠,2019,3월 1일
AGB3CT004,C-잭CT,Free,69000,코트,2019,2월 1일
AFK3PT006,F-로젠체크(기모),S,41300,바지,2018,11월 1일
AGA3TS001,C-타임T,Free,63000,티셔츠,2019,1월 1일
AGE3TS042,S-꽃새비즈T,Free,59000,티셔츠,2019,5월 1일
AGB7WS006,F-시스루배색롱셔츠,Free,69000,남방,2019,2월 1일
AFK7WS002,C-체크첵스남방,Free,79000,남방,2018,11월 1일
AGC3OP013,C-앤드롱,Free,23000,원피스,2019,3월 1일
AGE3TS002,M-오브제나염,Free,69000,티셔츠,2019,5월 1일
AGC3KT003,C-배색라운드,Free,33000,니트,2019,3월 1일
AGB3TS010,C-보트줄T,Free,43000,티셔츠,2019,2월 1일
AFA2CT301,알렌CT,Free,49500,코트,2018,1월 1일
AFK3DP002,C-619,M,26500,데님,2018,11월 1일
AGD7TS010,벚꽃엔딩,Free,23000,티셔츠,2019,4월 1일
AFL7CT009,F-시크테일러코트,Free,99000,코트,2018,12월 1일
AFK3CA005,A-마랑니트숏,Free,59000,가디건,2018,11월 1일
AFK3VT025,C-피치조끼,Free,23000,베스트,2018,11월 1일
AGB7TS009,C-댓기프린트T,Free,19000,티셔츠,2019,2월 1일
AGD3VT002,M-오픈롱조끼,Free,149000,베스트,2019,4월 1일
AGC3OP008,C-사선줄지OP,Free,49000,원피스,2019,3월 1일
AFL3CT010,F-초코비라글란CT,Free,83300,코트,2018,12월 1일
AFK3OP001,A-밍크OPS,Free,51100,원피스,2018,11월 1일
AEH8KT005,16110 여우KT,Free,5000,니트,2017,8월 1일
AGD1PT003,M-로맨틱배기,Free,63000,바지,2019,4월 1일
AFK3VT024,C-옆골지조끼,Free,21500,베스트,2018,11월 1일
AGC3BL009,F-빙고BL,Free,69000,블라우스,2019,3월 1일
AFJ3OP021,C-모카봉봉,Free,34300,원피스,2018,10월 1일
AGA3KT021,C-시스템니트,Free,55300,니트,2019,1월 1일
AGD3TS014,M-비하인드,Free,29000,티셔츠,2019,4월 1일
ADL2DP002,579 다크기모,S,17700,데님,2016,12월 1일
AFZ3JP003,양지퍼래빗JP,Free,790000,점퍼,2018,
AGA3CT013,F-셀린보카시,Free,229000,코트,2019,1월 1일
AFZ3JP001,래빗스쿼럴패딩,L,990000,점퍼,2018,
AGB1KT003,C-차밍폴라,Free,19000,니트,2019,2월 1일
AFL3JP012,C-캘빈점퍼,Free,48300,점퍼,2018,12월 1일
AFL3TS016,C-보들터틀티H,Free,13300,티셔츠,2018,12월 1일
AFK3VT019,A-패치롱조끼,Free,59500,베스트,2018,11월 1일
AGE3BL013,S-17-87,Free,43000,블라우스,2019,5월 1일
AGA3OP007,A-시보리원피스,Free,89000,원피스,2019,1월 1일
AEC8CA003,7005 트임BBY,Free,10000,가디건,2017,3월 1일
AFI3PT014,C-144,M,23000,바지,2018,9월 1일
AGD3DP001,M-소프트배기,M,63000,데님,2019,4월 1일
AGA3TS011,C-기모기획,Free,23000,티셔츠,2019,1월 1일
AFE2JK702,3버튼벨트JK,Free,34500,자켓,2018,5월 1일
AGC3BL010,C-이너시스루BL,Free,19000,블라우스,2019,3월 1일
AFL7CT010,F-나그랑맥CT,Free,90300,코트,2018,12월 1일
AGC3ST003,C-조끼블세트,Free,39000,세트,2019,3월 1일
AFK7CT004,F-모던베이직CT,Free,59500,코트,2018,11월 1일
AGA3TS004,C-기모단가라티,Free,49000,티셔츠,2019,1월 1일
AGD7TS005,두잇롱T,Free,23000,티셔츠,2019,4월 1일
AGA7VT004,C-포리샤VT,Free,36000,베스트,2019,1월 1일
AGB3TS023,C-영문T,Free,29000,티셔츠,2019,2월 1일
AFK3VT022,F-카렌J,Free,114500,베스트,2018,11월 1일
AFK7SK004,C-언발니트치마,Free,24500,스커트,2018,11월 1일
AGC3OP023,A-도트OPS,Free,53000,원피스,2019,3월 1일
AGC3BL016,F-스칸BL,Free,99000,블라우스,2019,3월 1일
AGB3TS011,C-보트기모,Free,33000,티셔츠,2019,2월 1일
AGA3TS025,C-디오르P,Free,43000,티셔츠,2019,1월 1일
AFL3TS024,A-카렌배색,Free,55300,티셔츠,2018,12월 1일
AGE7JK002,노하우린넨,Free,69000,자켓,2019,5월 1일
AGC3VT001,C-소프트VT,Free,29000,베스트,2019,3월 1일
AGC3SK004,C-브러쉬플리츠SK,Free,29700,스커트,2019,3월 1일
AFE5PT316,7부,Free,19000,바지,2018,5월 1일
AFK7CA003,C-스트라이프가디건,Free,34300,가디건,2018,11월 1일
AGC3TS040,C-레몬맨투맨,Free,29000,티셔츠,2019,3월 1일
AGC3JP010,C-클론,Free,69000,점퍼,2019,3월 1일
AGC3WS024,C-당신의봄WS,Free,23000,남방,2019,3월 1일
AFK3JP048,C-웰론패딩,Free,44500,점퍼,2018,11월 1일
AGA7KT006,A-진주반팔T,Free,9900,니트,2019,1월 1일
AGC3WS023,M-단추NB,Free,49000,남방,2019,3월 1일
AGB3CA002,C-물결가디건,Free,89000,가디건,2019,2월 1일
AFA2KT903,삼각R,Free,33000,니트,2018,1월 1일
AGC3WS022,M-뜨개꽃,Free,49000,남방,2019,3월 1일
AFK3VT017,C-카라패딩J,Free,79000,베스트,2018,11월 1일
AGB3TS026,C-랩브이스판,Free,26100,티셔츠,2019,2월 1일
AGB7KT016,D-16G하이넥니트,Free,35100,니트,2019,2월 1일
AGC3TS034,C-소프트롱T,Free,29000,티셔츠,2019,3월 1일
AGD3TS001,C-필링,Free,23000,티셔츠,2019,4월 1일
AGC3CT017,C-보브후드BBY,Free,119000,코트,2019,3월 1일
AGD7WS007,와인,Free,19000,남방,2019,4월 1일
AGA7KT012,C-스타워즈니트,Free,59000,니트,2019,1월 1일
AGD3OP004,A-페인팅,Free,33000,원피스,2019,4월 1일
AGC3OP002,C-토리랩OPS,Free,33000,원피스,2019,3월 1일
AGC3JP019,M-꽃자수JP,Free,99000,점퍼,2019,3월 1일
AFI3DP012,C-777,M,59000,데님,2018,9월 1일
AGA7VT003,C-그런지VT,Free,39000,베스트,2019,1월 1일
AGC3KT007,C-러블리V,Free,53000,니트,2019,3월 1일
AFJ3TS037,C-글렘T,Free,34500,티셔츠,2018,10월 1일
AGC3BL006,A-메쉬블라우스,Free,53100,블라우스,2019,3월 1일
AGC3TS019,C-비비드퍼프,Free,23000,티셔츠,2019,3월 1일
AFL3JK002,C-오픈라이더자켓,Free,76300,자켓,2018,12월 1일
AGC3OP052,C-1364,Free,23000,원피스,2019,3월 1일
AGC3OP046,C-절개핀탁OPS,Free,23000,원피스,2019,3월 1일
AFK3DP010,C-701,M,34500,데님,2018,11월 1일
AGD3TS012,M-미니하트,Free,19000,티셔츠,2019,4월 1일
AFL3CT008,F-타임롱코트,Free,69000,코트,2018,12월 1일
AFK7VT010,C-울패딩조끼,Free,109000,베스트,2018,11월 1일
AFL3JP004,A-항아리,Free,97300,점퍼,2018,12월 1일
AGA7VT002,C-양포켓하찌VT,Free,46000,베스트,2019,1월 1일
AFK3KT023,C-단추골지니트,Free,14500,니트,2018,11월 1일
AGB7TS008,C-도형T,Free,23000,티셔츠,2019,2월 1일
AFK3TS052,C-스노우니트,Free,11500,티셔츠,2018,11월 1일
AGE7CA004,포인트,Free,23000,가디건,2019,5월 1일
AGC3TS017,C-박시MTM,Free,23000,티셔츠,2019,3월 1일
AGA3TS007,A-패딩조끼SET,Free,79000,티셔츠,2019,1월 1일
AGD7OP004,쇼생크OP,Free,29000,원피스,2019,4월 1일
AGC3TN003,D-무지UN,Free,9900,티셔츠나시,2019,3월 1일
AGB7TS017,D-모달RT,Free,23000,티셔츠,2019,2월 1일
AGC3SK012,C-실비아,Free,33000,스커트,2019,3월 1일
AGC3JP007,A-시보리또또JK,Free,119000,점퍼,2019,3월 1일
AGC3TS027,C-마린앵글T,Free,23000,티셔츠,2019,3월 1일
AGC3BL043,F-826,Free,29000,블라우스,2019,3월 1일
AFL3TS028,A-인형누빔,Free,27300,티셔츠,2018,12월 1일
ADL8TS002,3892나비T,Free,11700,티셔츠,2016,12월 1일
AFK3OP009,A-7938-2,Free,49000,원피스,2018,11월 1일
AGE7KT002,3V니트,Free,29000,니트,2019,5월 1일
AGC3TS007,C-피넛반폴라,Free,53000,티셔츠,2019,3월 1일
AGD3KT001,M-니트롱R,Free,49000,니트,2019,4월 1일
AGC1TS003,C-나인온스MTM,Free,9900,티셔츠,2019,3월 1일
AGC3TS037,C-브라운,Free,29000,티셔츠,2019,3월 1일
AGD7KT010,아방,Free,29000,니트,2019,4월 1일
AGD3TS006,M-3X3단가라,Free,13000,티셔츠,2019,4월 1일
AGD7WS005,르베이지,Free,23000,남방,2019,4월 1일
AGC3TS035,C-모어T,Free,9900,티셔츠,2019,3월 1일
AFE6BL312,시스루NB,Free,29000,블라우스,2018,5월 1일
AGC3JP014,C-팬딩숏바막,Free,99000,점퍼,2019,3월 1일
AGC3KT016,A-에르니트체인,Free,59000,니트,2019,3월 1일
AGC3KT018,A-보트넥단가라,Free,33000,니트,2019,3월 1일
AFK3PT023,C-레자고무줄,Free,23000,바지,2018,11월 1일
AGC3TS026,C-선인장,Free,29000,티셔츠,2019,3월 1일
AGA3TS009,C-뉴욕트임티,Free,23000,티셔츠,2019,1월 1일
AFL3TS026,A-밑단누빔,Free,33000,티셔츠,2018,12월 1일
AGC3TS050,M-올리브T,Free,49000,티셔츠,2019,3월 1일
AEB1CA002,더블밀링지CT,Free,84500,가디건,2017,2월 1일
AFK3CA011,A-나라가디건,Free,44500,가디건,2018,11월 1일
AFJ7KT016,C-그라포그니니트,Free,29000,니트,2018,10월 1일
AGC3WS020,C-무지개롱NB,Free,79000,남방,2019,3월 1일
AGC3BL044,F-838,Free,29000,블라우스,2019,3월 1일
AFK3TS022,A-밀라노TOY,Free,59000,티셔츠,2018,11월 1일
AGD3OP005,C-롱V끈,Free,33000,원피스,2019,4월 1일
AEB1OP002,샤이니롱ops,Free,10000,원피스,2017,2월 1일
AGC3JP011,C-오브제숏점퍼,Free,189000,점퍼,2019,3월 1일
AGC3BL001,F-낙서BL,Free,29000,블라우스,2019,3월 1일
AGD7KT008,디스,Free,23000,니트,2019,4월 1일
AGC3CT026,S-샌드롱코트,Free,109000,코트,2019,3월 1일
AFK3TS007,C-밀크R,Free,79000,티셔츠,2018,11월 1일
AGC3TS010,C-물나염T,Free,59000,티셔츠,2019,3월 1일
AGC3KT009,C-블링체인,Free,69000,니트,2019,3월 1일
AFE6JP302,분사HJP,Free,19000,점퍼,2018,5월 1일
AGD3BL002,M-다이아레이스,Free,13000,블라우스,2019,4월 1일
AGD7VT003,세트라운드,Free,29000,베스트,2019,4월 1일
AGC3CT015,A-바바리,Free,279000,코트,2019,3월 1일
AGC3BL045,F-마리,Free,69000,블라우스,2019,3월 1일
AGC3ST004,M-말랑골지세트,Free,49000,세트,2019,3월 1일
AGC3PT005,F-막스체크,M,69000,바지,2019,3월 1일
AEC8KT006,8003 수술KT,Free,5000,니트,2017,3월 1일
AGC3WS021,C-뒷트임배색,Free,39000,남방,2019,3월 1일
AGA3CT009,A-폭스퍼핏,Free,269000,코트,2019,1월 1일
AGC3SK021,C-땡땡이SK,Free,39000,스커트,2019,3월 1일
AGC3WS016,C-루즈핏데일리롱셔츠,Free,29000,남방,2019,3월 1일
AGC3JP001,A-양면야상,Free,129000,점퍼,2019,3월 1일
AGC3BL055,C-1403,Free,23000,블라우스,2019,3월 1일
AGC3BL054,M-안나B,Free,43000,블라우스,2019,3월 1일
AFL7KT006,C-스트라이프니트,Free,49000,니트,2018,12월 1일
AED1PT001,908 주름바지,Free,5000,바지,2017,4월 1일
AGC3OP050,M-쏘이투,Free,43000,원피스,2019,3월 1일
AGD7ST001,스타일,Free,39000,세트,2019,4월 1일
AG00TN001,D-모모끈세트,Free,29000,티셔츠나시,2019,
AGC3JP004,A-스프링후디,Free,179000,점퍼,2019,3월 1일
AGC3TN007,D-프라다런닝,Free,12900,티셔츠나시,2019,3월 1일
AGD7KT011,슬림,Free,29000,니트,2019,4월 1일
AEC8OP003,6829 레이스도트OPS,Free,10000,원피스,2017,3월 1일
AGB3TS008,C-토드T,Free,29000,티셔츠,2019,2월 1일
AGB7TN001,C-반목캡소매T,Free,29000,티셔츠나시,2019,2월 1일
AGB1VT007,C-샤멘조끼,Free,19000,베스트,2019,2월 1일
AGC3BL039,A-주름차이나,Free,33000,블라우스,2019,3월 1일
AGB1JP004,C-라디오스냅점퍼,Free,79000,점퍼,2019,2월 1일
AGC3TS028,C-진주포켓,Free,23000,티셔츠,2019,3월 1일
AEC8KT011,7713 V단가라니트,Free,10000,니트,2017,3월 1일
AGC3OP048,Q-끌로에OPS,Free,109000,원피스,2019,3월 1일
AGC3TS038,C-뒷사이바BL,Free,19000,티셔츠,2019,3월 1일
AGC3OP009,F-단자크OP,Free,119000,원피스,2019,3월 1일
AGC3SK020,C-컬러배색SK,Free,39000,스커트,2019,3월 1일
AGD7OP012,잠자리OP,Free,39000,원피스,2019,4월 1일
AGB7OP002,A-비욘드나염OPS,Free,49000,원피스,2019,2월 1일
AGD7DP001,버스커,L,39000,데님,2019,4월 1일
AGC3CA010,S-12G단RY,Free,23000,가디건,2019,3월 1일
AGC3BL034,F-코즈BL,Free,79000,블라우스,2019,3월 1일
AGD7KT005,벌룬하찌,Free,29000,니트,2019,4월 1일
AGC3BL051,M-단가라배색,Free,59000,블라우스,2019,3월 1일
AGC3KT004,C-숄카라,Free,33000,니트,2019,3월 1일
AFI3BL021,C-샤인BL,Free,24500,블라우스,2018,9월 1일
AGC3SK017,A-301레이스빤딱이 SK,Free,23000,스커트,2019,3월 1일
AGC3TS009,C-찰스T,Free,39000,티셔츠,2019,3월 1일
AGD7CA001,반전가디건,Free,29000,가디건,2019,4월 1일
AFJ3SK008,C-23줄,Free,63000,스커트,2018,10월 1일
AGC3PT017,C-플리츠바지,Free,63000,바지,2019,3월 1일
AGB3ST001,C-모던후디SET,Free,79000,세트,2019,2월 1일
AGC3WS010,A-꽃블라우스,Free,69000,남방,2019,3월 1일
AGB1SK001,C-지퍼SK,Free,33000,스커트,2019,2월 1일
AGD7BL006,자수레이스,Free,29000,블라우스,2019,4월 1일
AGC3KT019,C-당신의봄KT,Free,23000,니트,2019,3월 1일
AGD3JK004,M-체크ENC단추,Free,119000,자켓,2019,4월 1일
AEA9OP003,햅번OPS(SP),M,49500,원피스,2017,1월 1일
AFA2CA804,롱사카리바,Free,29500,가디건,2018,1월 1일
AGC3BL040,F-링BL,Free,73000,블라우스,2019,3월 1일
AGD3TS011,M-워킹걸,Free,39000,티셔츠,2019,4월 1일
AGC3JP015,C-오드리JP,Free,89000,점퍼,2019,3월 1일
AGB7BL011,A-아일렛프릴BL,Free,49000,블라우스,2019,2월 1일
AGD7BL009,몬스테라,Free,19000,블라우스,2019,4월 1일
AGC3OP044,C-세라미니OPS,Free,33000,원피스,2019,3월 1일
AGC3JK022,M-레노마자켓,Free,149000,자켓,2019,3월 1일
AGE7OP009,데이레이스OP,Free,59000,원피스,2019,5월 1일
AGC3WS006,F-트렌셔츠,Free,44100,남방,2019,3월 1일
AGC3OP060,M-뒷주름원피스,Free,39000,원피스,2019,3월 1일
AGE7CA003,뽕창,Free,29000,가디건,2019,5월 1일
AGD7BL005,면레이스Ⅱ,Free,23000,블라우스,2019,4월 1일
AGE1OP002,M-휘모리원피스,Free,119000,원피스,2019,5월 1일
AGC3JP018,M-몽끌점퍼,Free,179000,점퍼,2019,3월 1일
AGE7OP005,데님하이디,Free,19000,원피스,2019,5월 1일
AGE7BL008,샤방샤방,Free,39000,블라우스,2019,5월 1일
AGB7KT014,C-베이골지V,Free,33000,니트,2019,2월 1일
AGC3BL041,F-노방배색,Free,59000,블라우스,2019,3월 1일
AGC3BL011,C-마일BL,Free,59000,블라우스,2019,3월 1일
AGB7JK001,C-인디고워싱레더,Free,89000,자켓,2019,2월 1일
AGC3TS048,A-산드로배색,Free,43000,티셔츠,2019,3월 1일
AGC3SK022,C-도트2단플리츠,Free,39000,스커트,2019,3월 1일
AGC3OP056,C-3361,Free,23000,원피스,2019,3월 1일
AGC3BL013,A-에이레이스,Free,43000,블라우스,2019,3월 1일
AEC1PT014,밀크면스키니,M,10000,바지,2017,3월 1일
AGD7OP014,청담,Free,39000,원피스,2019,4월 1일
AGC3SK023,C-당신의봄SK,Free,23000,스커트,2019,3월 1일
AGC3CT022,M-9S8바바리,Free,149000,코트,2019,3월 1일
AGD7PT001,나염통,Free,19000,바지,2019,4월 1일
AGE3JP002,M-손정완미니,Free,159000,점퍼,2019,5월 1일
AGD7DP003,제임스딘데님,L,59000,데님,2019,4월 1일
AGC3OP014,F-에이벨트,Free,59000,원피스,2019,3월 1일
AGE3KT014,S-테잎R,Free,39000,니트,2019,5월 1일
AGC3TN006,D-골지올나시,Free,9900,티셔츠나시,2019,3월 1일
AGE3BL021,S-진주BL,Free,89000,블라우스,2019,5월 1일
AGD1PT001,M-링투유SL,Free,69000,바지,2019,4월 1일
AGC3BL060,C-당신의봄BL,Free,20700,블라우스,2019,3월 1일
AGA3VT002,C-MAX조끼,Free,53000,베스트,2019,1월 1일
AGD1BL001,M-몽블랑BL,Free,69000,블라우스,2019,4월 1일
AGD7KT007,시스루,Free,26000,니트,2019,4월 1일
AGC3OP045,C-프릴퍼프OPS,Free,30100,원피스,2019,3월 1일
AGC3BL002,C-스모크BL,Free,69000,블라우스,2019,3월 1일
AGC3BL008,F-에고핀탁,Free,47700,블라우스,2019,3월 1일
AGD7JP002,란체JP,Free,149000,점퍼,2019,4월 1일
AGD7KT006,페이크카라,Free,29000,니트,2019,4월 1일
AGC3OP054,C-1405,Free,23000,원피스,2019,3월 1일
AGC3BL052,M-왈츠,Free,69000,블라우스,2019,3월 1일
AGD3BL003,A라인소매진주,Free,63000,블라우스,2019,4월 1일
AGC3JK014,F-미니멈샤넬,Free,134100,자켓,2019,3월 1일
AEA1PT001,1531 기모PT,S,10000,바지,2017,1월 1일
AGA3KT004,C-이중데끼박스,Free,43000,니트,2019,1월 1일
AGE3TS005,M-나뭇잎지퍼T,Free,59000,티셔츠,2019,5월 1일
AGB3SK003,C-프라다뒷지퍼,Free,59000,스커트,2019,2월 1일
AGE3JP003,S-프라다st,Free,159000,점퍼,2019,5월 1일
AGC3BL056,C-1401,Free,20700,블라우스,2019,3월 1일
AGC3BL046,F-엘리BL,Free,83000,블라우스,2019,3월 1일
